sample_id,organ,series_group_id,split,label_evidence,series_id,source_name,title,single_cell_probability,tumor_like
GSM3058388,brain,GSE112137,calibration,source,GSE112137,brain,Hypoxia_120hour_lane6_12,0.19608940184116364,False
GSM3058390,brain,GSE112137,calibration,source,GSE112137,brain,Control_24hour_lane6_13,0.17621877789497375,False
GSM3058391,brain,GSE112137,calibration,source,GSE112137,brain,Control_48hour_lane8_14,0.1981848031282425,False
GSM3058393,brain,GSE112137,calibration,source,GSE112137,brain,Control_120hour_lane6_15,0.1791549026966095,False
GSM3058394,brain,GSE112137,calibration,source,GSE112137,brain,Control_120hour_lane8_15,0.18011786043643951,False
GSM3058396,brain,GSE112137,calibration,source,GSE112137,brain,Hypoxia_24hour_lane8_16,0.1557663530111313,False
GSM3058397,brain,GSE112137,calibration,source,GSE112137,brain,Hypoxia_48hour_lane7_17,0.13061991333961487,False
GSM3058400,brain,GSE112137,calibration,source,GSE112137,brain,Hypoxia_120hour_lane7_18,0.16372369229793549,False
GSM3058401,brain,GSE112137,calibration,source,GSE112137,brain,Control_24hour_lane7_19,0.1552550494670868,False
GSM3058405,brain,GSE112137,calibration,source,GSE112137,brain,Control_120hour_lane8_21,0.18662585318088531,False
GSM3058406,brain,GSE112137,calibration,source,GSE112137,brain,Control_120hour_lane7_21,0.17660745978355408,False
GSM3058408,brain,GSE112137,calibration,source,GSE112137,brain,Hypoxia_24hour_lane8_22,0.1275760978460312,False
GSM3058411,brain,GSE112137,calibration,source,GSE112137,brain,Hypoxia_120hour_lane8_24,0.18614087998867035,False
GSM3529838,brain,GSE124335,calibration,source,GSE124335,Healthy brain parenchyma,Pat1_GM_1_5.coutt.csv,0.45823928713798523,False
GSM3529840,brain,GSE124335,calibration,source,GSE124335,Healthy brain parenchyma,Pat1_WM_1_11.coutt.csv,0.4230223298072815,False
GSM3529841,brain,GSE124335,calibration,source,GSE124335,Healthy brain parenchyma,Pat1_WM_1_12.coutt.csv,0.4746238887310028,False
GSM3529842,brain,GSE124335,calibration,source,GSE124335,Healthy brain parenchyma,Pat2_GM_2_2.coutt.csv,0.28391018509864807,False
GSM3529843,brain,GSE124335,calibration,source,GSE124335,Healthy brain parenchyma,Pat2_WM_1_3.coutt.csv,0.37556329369544983,False
GSM3529845,brain,GSE124335,calibration,source,GSE124335,Healthy brain parenchyma,Pat3_GM_1_5.coutt.csv,0.26147809624671936,False
GSM3529846,brain,GSE124335,calibration,source,GSE124335,Healthy brain parenchyma,Pat3_GM_2_6.coutt.csv,0.3586926758289337,False
GSM3529847,brain,GSE124335,calibration,source,GSE124335,Healthy brain parenchyma,Pat3_WM_2_8.coutt.csv,0.26410627365112305,False
GSM3529850,brain,GSE124335,calibration,source,GSE124335,Healthy brain parenchyma,Pat4_Pl2_1_7.coutt.csv,0.3644493520259857,False
GSM3529853,brain,GSE124335,calibration,source,GSE124335,Healthy brain parenchyma,Pat5_2_2.coutt.csv,0.30440235137939453,False
GSM3678756,brain,GSE127898,calibration,source,GSE127898,22 Hypothalamus,HA32: 22 Hypothalamus,0.09729135781526566,False
GSM3678757,brain,GSE127898,calibration,source,GSE127898,22 Hypothalamus,HB32: 22 Hypothalamus,0.10304812341928482,False
GSM3678758,brain,GSE127898,calibration,source,GSE127898,22 Hypothalamus,HC32: 22 Hypothalamus,0.11756085604429245,False
GSM3678759,brain,GSE127898,calibration,source,GSE127898,22 Hypothalamus,HD32: 22 Hypothalamus,0.10743479430675507,False
GSM3678760,brain,GSE127898,calibration,source,GSE127898,19 Amygdala,HA33: 19 Amygdala,0.11597492545843124,False
GSM3678761,brain,GSE127898,calibration,source,GSE127898,19 Amygdala,HB33: 19 Amygdala,0.15156204998493195,False
GSM3678762,brain,GSE127898,calibration,source,GSE127898,19 Amygdala,HC33: 19 Amygdala,0.18383464217185974,False
GSM3678763,brain,GSE127898,calibration,source,GSE127898,19 Amygdala,HD33: 19 Amygdala,0.1667860895395279,False
GSM3678792,brain,GSE127898,calibration,source,GSE127898,21 Hippocampus,HA50: 21 Hippocampus,0.11154983937740326,False
GSM3678793,brain,GSE127898,calibration,source,GSE127898,21 Hippocampus,HB50: 21 Hippocampus,0.1512734293937683,False
GSM3678794,brain,GSE127898,calibration,source,GSE127898,21 Hippocampus,HC50: 21 Hippocampus,0.10026653856039047,False
GSM3678795,brain,GSE127898,calibration,source,GSE127898,21 Hippocampus,HD50: 21 Hippocampus,0.09604492783546448,False
GSM3900032,brain,GSE133101,calibration,source,GSE133101,Amygdala control,amy1: Amygdala control,0.2419232577085495,False
GSM3900033,brain,GSE133101,calibration,source,GSE133101,Amygdala control,amy2: Amygdala control,0.19566532969474792,False
GSM3900034,brain,GSE133101,calibration,source,GSE133101,Amygdala control,amy3: Amygdala control,0.2041844129562378,False
GSM3900035,brain,GSE133101,calibration,source,GSE133101,Amygdala control,amy4: Amygdala control,0.19268400967121124,False
GSM3900036,brain,GSE133101,calibration,source,GSE133101,Amygdala control,amy5: Amygdala control,0.19568924605846405,False
GSM3900038,brain,GSE133101,calibration,source,GSE133101,Amygdala control,amy7: Amygdala control,0.1976480484008789,False
GSM3900039,brain,GSE133101,calibration,source,GSE133101,Amygdala control,amy8: Amygdala control,0.18331687152385712,False
GSM3900040,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy9: Amygdala parkinson's disease,0.1929783970117569,False
GSM3900041,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy10: Amygdala parkinson's disease,0.20493559539318085,False
GSM3900042,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy11: Amygdala parkinson's disease,0.20620331168174744,False
GSM3900043,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy12: Amygdala parkinson's disease,0.2156660556793213,False
GSM3900044,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy13: Amygdala parkinson's disease,0.16897626221179962,False
GSM3900045,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy14: Amygdala parkinson's disease,0.1644202023744583,False
GSM3900046,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy15: Amygdala parkinson's disease,0.2089667171239853,False
GSM3900047,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy16: Amygdala parkinson's disease,0.18729792535305023,False
GSM3900049,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy18: Amygdala parkinson's disease,0.17529703676700592,False
GSM3900050,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy19: Amygdala parkinson's disease,0.17713618278503418,False
GSM3900051,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy20: Amygdala parkinson's disease,0.22194857895374298,False
GSM3900052,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy21: Amygdala parkinson's disease,0.18691988289356232,False
GSM3900053,brain,GSE133101,calibration,source,GSE133101,Amygdala parkinson's disease,amy22: Amygdala parkinson's disease,0.22817474603652954,False
GSM4322997,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR09,0.06500892341136932,False
GSM4322999,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR11,0.0748802199959755,False
GSM4323001,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR13,0.06766916811466217,False
GSM4323003,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR15,0.06935477256774902,False
GSM4323005,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR17,0.0694325640797615,False
GSM4323007,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR21,0.1422128975391388,False
GSM4323008,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR22,0.10201191157102585,False
GSM4323010,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR25,0.08042196184396744,False
GSM4323012,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR27,0.07511399686336517,False
GSM4323014,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR29,0.07728476822376251,False
GSM4323015,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR30,0.10061037540435791,False
GSM4323017,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR32,0.07796017080545425,False
GSM4323020,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR35,0.04263150691986084,False
GSM4323021,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR36,0.08097139745950699,False
GSM4323022,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR37,0.06308328360319138,False
GSM4323023,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Primary GBM SuR38,0.07955585420131683,False
GSM4323025,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Normal brain tissue-2,0.09100095927715302,False
GSM4323026,brain,GSE145645|GSE145646,calibration,source,GSE145645	GSE145646,Brain Tissue,Normal brain tissue-3,0.1218121349811554,False
GSM4473294,brain,GSE146878,calibration,source,GSE146878,Human fetal brain,Human fetal cortex_FXS [FXS Fetal Cortex_Male_PCW 23 weeks],0.13153298199176788,False
GSM4473296,brain,GSE146878,calibration,source,GSE146878,Human fetal brain,Human fetal cortex_control [CTRL_Fetal Cortex_Male_PCW 23 weeks_2],0.13988348841667175,False
GSM4971163,brain,GSE163044|GSE163186,calibration,source,GSE163044	GSE163186,Cerebellum,Tissue Cerebellum GCGR-NS13 - 13.5 pcw,0.09788763523101807,False
GSM4971170,brain,GSE163044|GSE163186,calibration,source,GSE163044	GSE163186,Cerebellum,Tissue Cerebellum GCGR-NS15 - 15.0 pcw,0.10480225086212158,False
GSM5029414,brain,GSE165286,calibration,source,GSE165286,Brain,S16_Control,0.03037228249013424,False
GSM5029415,brain,GSE165286,calibration,source,GSE165286,Brain,S17_Control,0.05216096714138985,False
GSM5029416,brain,GSE165286,calibration,source,GSE165286,Brain,S18_Control,0.04679989442229271,False
GSM5029418,brain,GSE165286,calibration,source,GSE165286,Brain,S5_GBM,0.022260090336203575,False
GSM5029419,brain,GSE165286,calibration,source,GSE165286,Brain,S7_GBM,0.03420136496424675,False
GSM5029420,brain,GSE165286,calibration,source,GSE165286,Brain,S9_GBM,0.03085600957274437,False
GSM5029423,brain,GSE165286,calibration,source,GSE165286,Brain,S12_GBM,0.05346387252211571,False
GSM5029424,brain,GSE165286,calibration,source,GSE165286,Brain,S14_GBM,0.05031464248895645,False
GSM5029426,brain,GSE165286,calibration,source,GSE165286,Brain,S22_GBM,0.03310750797390938,False
GSM5526734,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0017,0.020737214013934135,False
GSM5526737,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0027,0.03134017810225487,False
GSM5526738,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0028,0.02705177292227745,False
GSM5526745,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0041,0.01629595458507538,False
GSM5526751,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0059,0.02328137308359146,False
GSM5526754,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0065,0.02484639547765255,False
GSM5526755,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0070,0.030657155439257622,False
GSM5526757,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0076,0.0284713264554739,False
GSM5526763,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0087,0.020261434838175774,False
GSM5526764,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0088,0.015098294243216515,False
GSM5526766,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0093,0.02172405831515789,False
GSM5526767,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0094,0.02529439888894558,False
GSM5526770,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0098,0.029373034834861755,False
GSM5526771,brain,GSE182321,calibration,source,GSE182321,Postmortem Brain Brodmann Area 9,UTHBC0099,0.025421522557735443,False
GSM999559,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 1,0.2430606633424759,False
GSM999560,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 2,0.04560853913426399,False
GSM999562,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 4,0.0414007306098938,False
GSM999563,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 5,0.09929033368825912,False
GSM999564,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 6,0.055832941085100174,False
GSM999568,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 10,0.022373966872692108,False
GSM999569,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 11,0.2629208266735077,False
GSM999570,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 12,0.1090782955288887,False
GSM999571,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 13,0.029729196801781654,False
GSM999572,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 14,0.022499123588204384,False
GSM999573,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 15,0.10256492346525192,False
GSM999574,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Control Und. 16,0.059418413788080215,False
GSM999575,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Parkinson's Disease PD 1,0.09036386013031006,False
GSM999577,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Parkinson's Disease PD 3,0.04314116761088371,False
GSM999578,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Parkinson's Disease PD 4,0.05442129448056221,False
GSM999580,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Parkinson's Disease PD 6,0.09862605482339859,False
GSM999584,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Parkinson's Disease PD 10,0.049290988594293594,False
GSM999587,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Parkinson's Disease PD 13,0.056556668132543564,False
GSM999588,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Parkinson's Disease PD 14,0.042275626212358475,False
GSM999589,brain,GSE40710,calibration,source,GSE40710,Brain cortex,Parkinson's Disease PD 15,0.031136630102992058,False
GSM1156877,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_BGI_B_1_L01_CGATGT_AC0AYTACXX,0.011982579715549946,False
GSM1156885,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_BGI_B_1_L05_CGATGT_AC0AYTACXX,0.020819982513785362,False
GSM1156893,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_BGI_B_2_L01_GCCAAT_AC0AYTACXX,0.014050236903131008,False
GSM1156899,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_BGI_B_2_L04_GCCAAT_AC0AYTACXX,0.01553341280668974,False
GSM1156950,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_BGI_B_5_L05_GAGTGG_BC0AYPACXX,0.015731142833828926,False
GSM1156951,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_BGI_B_5_L06_GAGTGG_AC0AYTACXX,0.015022028237581253,False
GSM1156954,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_BGI_B_5_L07_GAGTGG_BC0AYPACXX,0.010755939409136772,False
GSM1157267,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_CNL_B_1_L07_CGATGT_AD0FD7ACXX,0.016546588391065598,False
GSM1157307,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_CNL_B_4_L04_AGTTCC_AD0FD7ACXX,0.010362125001847744,False
GSM1157655,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_MAY_B_3_L02_TAGCTT_AD0E8UACXX,0.01156215276569128,False
GSM1158017,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_NVS_B_2_L07_GCCAAT_AD0902ACXX,0.012201986275613308,False
GSM1158022,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_NVS_B_3_L01_TAGCTT_BD08PVACXX,0.01229161862283945,False
GSM1158443,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_AGR_B_1_L04_CGATGT_AC0C1TACXX,0.013344011269509792,False
GSM1158446,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_AGR_B_1_L05_CGATGT_BD0J2JACXX,0.013724017888307571,False
GSM1158447,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_AGR_B_1_L06_CGATGT_AC0C1TACXX,0.01518222689628601,False
GSM1158451,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_AGR_B_1_L08_CGATGT_AC0C1TACXX,0.009609618224203587,False
GSM1158467,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_AGR_B_2_L08_GCCAAT_AC0C1TACXX,0.010747188702225685,False
GSM1158485,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_AGR_B_4_L01_AGTTCC_AC0C1TACXX,0.009123160503804684,False
GSM1362020,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_NYG_B_3_L06_AGTTCC_AC132FACXX,0.03982691839337349,False
GSM1362021,brain,GSE47774|GSE47792|GSE49712,calibration,source,GSE47774	GSE47792,Human Brain Reference RNA (HBRR) from Ambion,SEQC_ILM_NYG_B_3_L07_AGTTCC_AC132FACXX,0.04054747521877289,False
GSM2072376,brain,GSE78564,calibration,source,GSE78564,Homo sapiens cerebellum tissue female fetal (19 weeks),total RNA-seq from cerebellum (ENCLB178ZZZ),0.07141179591417313,False
GSM2072377,brain,GSE78564,calibration,source,GSE78564,Homo sapiens cerebellum tissue female fetal (37 weeks),total RNA-seq from cerebellum (ENCLB177ZZZ),0.0378977470099926,False
GSM2092510,brain,GSE79338,calibration,source,GSE79338,"patient 1 (non-glioma), RNA-Seq of brain tissue",N01-Brain-RNAseq_JJ014,0.036152735352516174,False
GSM2092515,brain,GSE79338,calibration,source,GSE79338,"patient 2 (non-glioma), RNA-Seq of brain tissue",N02-Brain-RNAseq_JJ015,0.028419828042387962,False
GSM2092520,brain,GSE79338,calibration,source,GSE79338,"patient 3 (non-glioma), RNA-Seq of brain tissue",N03-Brain-RNAseq_BJ025,0.020943373441696167,False
GSM2202399,brain,GSE83402,calibration,source,GSE83402,"Human Brain Reference RNA, Thermo Fisher Scientific",MAQCB_1,0.346079558134079,False
GSM2202400,brain,GSE83402,calibration,source,GSE83402,"Human Brain Reference RNA, Thermo Fisher Scientific",MAQCB_2,0.34942933917045593,False
GSM2808512,colon,GSE104836,calibration,source,GSE104836,colon,29N,0.06424373388290405,False
GSM2808514,colon,GSE104836,calibration,source,GSE104836,colon,34N,0.10582710802555084,False
GSM2808516,colon,GSE104836,calibration,source,GSE104836,colon,48N,0.1086205318570137,False
GSM2808518,colon,GSE104836,calibration,source,GSE104836,colon,55N,0.0874832421541214,False
GSM2808520,colon,GSE104836,calibration,source,GSE104836,colon,57N,0.10183320939540863,False
GSM2808522,colon,GSE104836,calibration,source,GSE104836,colon,91N,0.12057457119226456,False
GSM2808524,colon,GSE104836,calibration,source,GSE104836,colon,94N,0.09314267337322235,False
GSM2808526,colon,GSE104836,calibration,source,GSE104836,colon,101N,0.15404194593429565,False
GSM2808528,colon,GSE104836,calibration,source,GSE104836,colon,111N,0.07217594236135483,False
GSM2808530,colon,GSE104836,calibration,source,GSE104836,colon,112N,0.07259143143892288,False
GSM3477440,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 1, normal colon tissue, biological replicate 1, technical replicate 2",0.0578063502907753,False
GSM3477445,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 1, normal colon tissue, biological replicate 2, technical replicate 1",0.07467831671237946,False
GSM3477451,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 2, normal colon tissue, biological replicate 1, technical replicate 1",0.05837778374552727,False
GSM3477456,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 2, cancerous colon tissue, biological replicate 1, technical replicate 3",0.0799456536769867,False
GSM3477457,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 2, normal colon tissue, biological replicate 2, technical replicate 1",0.0705447643995285,False
GSM3477459,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 2, normal colon tissue, biological replicate 2, technical replicate 3",0.04754983261227608,False
GSM3477461,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 2, cancerous colon tissue, biological replicate 2, technical replicate 2",0.08952946215867996,False
GSM3477462,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 2, cancerous colon tissue, biological replicate 2, technical replicate 3",0.08855602890253067,False
GSM3477463,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 3, normal colon tissue, biological replicate 1, technical replicate 1",0.05276322737336159,False
GSM3477464,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 3, normal colon tissue, biological replicate 1, technical replicate 2",0.05405866727232933,False
GSM3477468,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 3, cancerous colon tissue, biological replicate 1, technical replicate 3",0.09224121272563934,False
GSM3477474,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 3, cancerous colon tissue, biological replicate 2, technical replicate 3",0.09565644711256027,False
GSM3477476,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 4, normal colon tissue, biological replicate 1, technical replicate 2",0.0823131576180458,False
GSM3477480,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 4, cancerous colon tissue, biological replicate 1, technical replicate 3",0.0816495269536972,False
GSM3477482,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 4, normal colon tissue, biological replicate 2, technical replicate 2",0.08315686136484146,False
GSM3477490,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 5, cancerous colon tissue, biological replicate 1, technical replicate 1",0.1135597750544548,False
GSM3477491,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 5, cancerous colon tissue, biological replicate 1, technical replicate 2",0.10923761129379272,False
GSM3477494,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 5, normal colon tissue, biological replicate 2, technical replicate 2",0.09165994077920914,False
GSM3477497,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 5, cancerous colon tissue, biological replicate 2, technical replicate 2",0.11572745442390442,False
GSM3477498,colon,GSE119630,calibration,title,GSE119630,human colon FFPE,"Patient 5, cancerous colon tissue, biological replicate 2, technical replicate 3",0.08573924005031586,False
GSM4075467,colon,GSE137327,calibration,source,GSE137327,Colon,C1: Control No.1,0.10138721019029617,False
