id,study,contrast,tissue,material,species,setting,condition,condition_name,unit,stratum,sample,source_file,source_kind,split,study_exposure,title
OSD-101:Mmus_C57-6J_GST_FLT_Rep6_M28,OSD-101,OSD-101|Left gastrocnemius|14bf1f06,skeletal muscle,Left gastrocnemius,mouse,actual_flight,1,flight,Mmus_C57-6J_GST_FLT_Rep6_M28,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_GST_FLT_Rep6_M28,GLDS-101_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-101:Mmus_C57-6J_GST_FLT_Rep1_M23,OSD-101,OSD-101|Left gastrocnemius|14bf1f06,skeletal muscle,Left gastrocnemius,mouse,actual_flight,1,flight,Mmus_C57-6J_GST_FLT_Rep1_M23,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_GST_FLT_Rep1_M23,GLDS-101_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_GC_Rep3_M35,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,0,ground,Mmus_C57-6J_Quad_GC_Rep3_M35,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_GC_Rep3_M35,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_GC_Rep6_M38,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,0,ground,Mmus_C57-6J_Quad_GC_Rep6_M38,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_GC_Rep6_M38,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_GC_Rep4_M36,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,0,ground,Mmus_C57-6J_Quad_GC_Rep4_M36,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_GC_Rep4_M36,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_GC_Rep1_M33,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,0,ground,Mmus_C57-6J_Quad_GC_Rep1_M33,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_GC_Rep1_M33,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_GC_Rep2_M34,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,0,ground,Mmus_C57-6J_Quad_GC_Rep2_M34,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_GC_Rep2_M34,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_GC_Rep5_M37,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,0,ground,Mmus_C57-6J_Quad_GC_Rep5_M37,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_GC_Rep5_M37,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_FLT_Rep5_M27,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,1,flight,Mmus_C57-6J_Quad_FLT_Rep5_M27,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_FLT_Rep5_M27,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_FLT_Rep6_M28,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,1,flight,Mmus_C57-6J_Quad_FLT_Rep6_M28,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_FLT_Rep6_M28,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_FLT_Rep4_M26,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,1,flight,Mmus_C57-6J_Quad_FLT_Rep4_M26,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_FLT_Rep4_M26,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_FLT_Rep3_M25,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,1,flight,Mmus_C57-6J_Quad_FLT_Rep3_M25,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_FLT_Rep3_M25,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_FLT_Rep1_M23,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,1,flight,Mmus_C57-6J_Quad_FLT_Rep1_M23,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_FLT_Rep1_M23,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-103:Mmus_C57-6J_Quad_FLT_Rep2_M24,OSD-103,OSD-103|Left quadriceps femoris|14bf1f06,skeletal muscle,Left quadriceps femoris,mouse,actual_flight,1,flight,Mmus_C57-6J_Quad_FLT_Rep2_M24,|||c57bl/6j|female|16 {week}||37 {day}||liquid nitrogen,Mmus_C57-6J_Quad_FLT_Rep2_M24,GLDS-103_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_GC_Rep1_M33,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,0,ground,Mmus_C57-6J_SLS_GC_Rep1_M33,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_GC_Rep1_M33,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_GC_Rep6_M38,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,0,ground,Mmus_C57-6J_SLS_GC_Rep6_M38,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_GC_Rep6_M38,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_GC_Rep3_M35,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,0,ground,Mmus_C57-6J_SLS_GC_Rep3_M35,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_GC_Rep3_M35,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_GC_Rep2_M34,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,0,ground,Mmus_C57-6J_SLS_GC_Rep2_M34,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_GC_Rep2_M34,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_GC_Rep4_M36,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,0,ground,Mmus_C57-6J_SLS_GC_Rep4_M36,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_GC_Rep4_M36,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_GC_Rep5_M37,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,0,ground,Mmus_C57-6J_SLS_GC_Rep5_M37,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_GC_Rep5_M37,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_FLT_Rep1_M23,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,1,flight,Mmus_C57-6J_SLS_FLT_Rep1_M23,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_FLT_Rep1_M23,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_FLT_Rep2_M24,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,1,flight,Mmus_C57-6J_SLS_FLT_Rep2_M24,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_FLT_Rep2_M24,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_FLT_Rep3_M25,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,1,flight,Mmus_C57-6J_SLS_FLT_Rep3_M25,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_FLT_Rep3_M25,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_FLT_Rep5_M27,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,1,flight,Mmus_C57-6J_SLS_FLT_Rep5_M27,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_FLT_Rep5_M27,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_FLT_Rep6_M28,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,1,flight,Mmus_C57-6J_SLS_FLT_Rep6_M28,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_FLT_Rep6_M28,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-104:Mmus_C57-6J_SLS_FLT_Rep4_M26,OSD-104,OSD-104|Soleus-both sides|8d0b8dc2,skeletal muscle,Soleus-both sides,mouse,actual_flight,1,flight,Mmus_C57-6J_SLS_FLT_Rep4_M26,|||c57bl/6j|female|16 {week}||37 {day}||rnalater,Mmus_C57-6J_SLS_FLT_Rep4_M26,GLDS-104_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_GC_Rep5_M37,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,0,ground,Mmus_C57-6J_TA_GC_Rep5_M37,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_GC_Rep5_M37,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_GC_Rep1_M33,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,0,ground,Mmus_C57-6J_TA_GC_Rep1_M33,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_GC_Rep1_M33,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_GC_Rep6_M38,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,0,ground,Mmus_C57-6J_TA_GC_Rep6_M38,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_GC_Rep6_M38,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_GC_Rep4_M36,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,0,ground,Mmus_C57-6J_TA_GC_Rep4_M36,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_GC_Rep4_M36,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_GC_Rep2_M34,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,0,ground,Mmus_C57-6J_TA_GC_Rep2_M34,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_GC_Rep2_M34,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_GC_Rep3_M35,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,0,ground,Mmus_C57-6J_TA_GC_Rep3_M35,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_GC_Rep3_M35,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_FLT_Rep1_M23,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,1,flight,Mmus_C57-6J_TA_FLT_Rep1_M23,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_FLT_Rep1_M23,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_FLT_Rep3_M25,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,1,flight,Mmus_C57-6J_TA_FLT_Rep3_M25,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_FLT_Rep3_M25,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_FLT_Rep2_M24,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,1,flight,Mmus_C57-6J_TA_FLT_Rep2_M24,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_FLT_Rep2_M24,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_FLT_Rep4_M26,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,1,flight,Mmus_C57-6J_TA_FLT_Rep4_M26,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_FLT_Rep4_M26,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_FLT_Rep5_M27,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,1,flight,Mmus_C57-6J_TA_FLT_Rep5_M27,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_FLT_Rep5_M27,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-105:Mmus_C57-6J_TA_FLT_Rep6_M28,OSD-105,OSD-105|Left tibialis anterior|f829a3c1,skeletal muscle,Left tibialis anterior,mouse,actual_flight,1,flight,Mmus_C57-6J_TA_FLT_Rep6_M28,|||c57bl/6j|female|16 {week}||||rnalater,Mmus_C57-6J_TA_FLT_Rep6_M28,GLDS-105_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,osdr_counts,unknown,unknown,
OSD-245:Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9,OSD-245,OSD-245|Liver|83b7ee50,liver,Liver,mouse,actual_flight,0,ground,Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9,ISS-T|||c57bl/6ntac|female|36 {week}|||-80 {degree celsius}|liquid nitrogen,Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9,GLDS-245_rna_seq_Unnormalized_Counts.csv,osdr_counts,unknown,unknown,
OSD-245:Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5,OSD-245,OSD-245|Liver|83b7ee50,liver,Liver,mouse,actual_flight,0,ground,Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5,ISS-T|||c57bl/6ntac|female|36 {week}|||-80 {degree celsius}|liquid nitrogen,Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5,GLDS-245_rna_seq_Unnormalized_Counts.csv,osdr_counts,unknown,unknown,
OSD-245:Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6,OSD-245,OSD-245|Liver|83b7ee50,liver,Liver,mouse,actual_flight,0,ground,Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6,ISS-T|||c57bl/6ntac|female|36 {week}|||-80 {degree celsius}|liquid nitrogen,Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6,GLDS-245_rna_seq_Unnormalized_Counts.csv,osdr_counts,unknown,unknown,
OSD-245:Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3,OSD-245,OSD-245|Liver|83b7ee50,liver,Liver,mouse,actual_flight,0,ground,Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3,ISS-T|||c57bl/6ntac|female|36 {week}|||-80 {degree celsius}|liquid nitrogen,Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3,GLDS-245_rna_seq_Unnormalized_Counts.csv,osdr_counts,unknown,unknown,
OSD-245:Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4,OSD-245,OSD-245|Liver|83b7ee50,liver,Liver,mouse,actual_flight,0,ground,Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4,ISS-T|||c57bl/6ntac|female|36 {week}|||-80 {degree celsius}|liquid nitrogen,Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4,GLDS-245_rna_seq_Unnormalized_Counts.csv,osdr_counts,unknown,unknown,
OSD-245:Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10,OSD-245,OSD-245|Liver|83b7ee50,liver,Liver,mouse,actual_flight,0,ground,Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10,ISS-T|||c57bl/6ntac|female|36 {week}|||-80 {degree celsius}|liquid nitrogen,Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10,GLDS-245_rna_seq_Unnormalized_Counts.csv,osdr_counts,unknown,unknown,
OSD-245:Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8,OSD-245,OSD-245|Liver|83b7ee50,liver,Liver,mouse,actual_flight,1,flight,Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8,ISS-T|||c57bl/6ntac|female|36 {week}|||-80 {degree celsius}|liquid nitrogen,Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8,GLDS-245_rna_seq_Unnormalized_Counts.csv,osdr_counts,unknown,unknown,
OSD-245:Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1,OSD-245,OSD-245|Liver|83b7ee50,liver,Liver,mouse,actual_flight,1,flight,Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1,ISS-T|||c57bl/6ntac|female|36 {week}|||-80 {degree celsius}|liquid nitrogen,Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1,GLDS-245_rna_seq_Unnormalized_Counts.csv,osdr_counts,unknown,unknown,
OSD-245:Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6,OSD-245,OSD-245|Liver|83b7ee50,liver,Liver,mouse,actual_flight,1,flight,Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6,ISS-T|||c57bl/6ntac|female|36 {week}|||-80 {degree celsius}|liquid nitrogen,Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6,GLDS-245_rna_seq_Unnormalized_Counts.csv,osdr_counts,unknown,unknown,
OSD-245:Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3,OSD-245,OSD-245|Liver|83b7ee50,liver,Liver,mouse,actual_flight,1,flight,Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3,ISS-T|||c57bl/6ntac|female|36 {week}|||-80 {degree celsius}|liquid nitrogen,Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3,GLDS-245_rna_seq_Unnormalized_Counts.csv,osdr_counts,unknown,unknown,
OSD-245:Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7,OSD-245,OSD-245|Liver|83b7ee50,liver,Liver,mouse,actual_flight,1,flight,Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7,ISS-T|||c57bl/6ntac|female|36 {week}|||-80 {degree celsius}|liquid nitrogen,Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7,GLDS-245_rna_seq_Unnormalized_Counts.csv,osdr_counts,unknown,unknown,
