id,study,contrast,tissue,material,species,setting,condition,condition_name,unit,stratum,sample,source_file,source_kind,split,study_exposure,title,source_column,label
GSE234465:GSM7469202,GSE234465,GSE234465|OS,skeletal muscle,human muscle chip,human,actual_flight,1,exposed,OS-NOES-3,OS,GSM7469202,GSE234465_estimated-counts.txt.gz,human_muscle_counts,unseen,unseen_study,OS-NOES-3,,1
GSE298393:GSM9013395,GSE298393,GSE298393|YA,skeletal muscle,human muscle chip,human,actual_flight,0,,YA-NoEstim-TOCO2GC--Chip-9,YA,GSM9013395,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim YA myobudles, ground control, Day 21 Rep1",YA-NoEstim-TOCO2GC--Chip-9,0
GSE298393:GSM9013396,GSE298393,GSE298393|YA,skeletal muscle,human muscle chip,human,actual_flight,0,,YA-NoEstim-TOCO2GC--Chip-11,YA,GSM9013396,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim YA myobudles, ground control, Day 21 Rep2",YA-NoEstim-TOCO2GC--Chip-11,0
GSE298393:GSM9013397,GSE298393,GSE298393|YA,skeletal muscle,human muscle chip,human,actual_flight,0,,YA-NoEstim-TOCO2GC--Chip-12,YA,GSM9013397,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim YA myobudles, ground control, Day 21 Rep3",YA-NoEstim-TOCO2GC--Chip-12,0
GSE298393:GSM9013398,GSE298393,GSE298393|OS,skeletal muscle,human muscle chip,human,actual_flight,0,,OS-NoEstim-TOCO2GC--Chip-13,OS,GSM9013398,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim OS myobudles, ground control, Day 21 Rep1",OS-NoEstim-TOCO2GC--Chip-13,0
GSE298393:GSM9013399,GSE298393,GSE298393|OS,skeletal muscle,human muscle chip,human,actual_flight,0,,OS-NoEstim-TOCO2GC--Chip-15,OS,GSM9013399,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim OS myobudles, ground control, Day 21 Rep2",OS-NoEstim-TOCO2GC--Chip-15,0
GSE298393:GSM9013400,GSE298393,GSE298393|OS,skeletal muscle,human muscle chip,human,actual_flight,0,,OS-NoEstim-TOCO2GC--Chip-16,OS,GSM9013400,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim OS myobudles, ground control, Day 21 Rep3",OS-NoEstim-TOCO2GC--Chip-16,0
GSE298393:GSM9013404,GSE298393,GSE298393|YA,skeletal muscle,human muscle chip,human,actual_flight,1,,YA-NoEstim-SpX25-Chip-9,YA,GSM9013404,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim YA myobudles, microgravity, Day 21 Rep1",YA-NoEstim-SpX25-Chip-9,1
GSE298393:GSM9013405,GSE298393,GSE298393|YA,skeletal muscle,human muscle chip,human,actual_flight,1,,YA-NoEstim-SpX25-Chip-10,YA,GSM9013405,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim YA myobudles, microgravity, Day 21 Rep2",YA-NoEstim-SpX25-Chip-10,1
GSE298393:GSM9013406,GSE298393,GSE298393|YA,skeletal muscle,human muscle chip,human,actual_flight,1,,YA-NoEstim-SpX25-Chip-11,YA,GSM9013406,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim YA myobudles, microgravity, Day 21 Rep3",YA-NoEstim-SpX25-Chip-11,1
GSE298393:GSM9013410,GSE298393,GSE298393|OS,skeletal muscle,human muscle chip,human,actual_flight,1,,OS-NoEstim-SpX25-Chip-13,OS,GSM9013410,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim OS myobudles, microgravity, Day 21 Rep1",OS-NoEstim-SpX25-Chip-13,1
GSE298393:GSM9013411,GSE298393,GSE298393|OS,skeletal muscle,human muscle chip,human,actual_flight,1,,OS-NoEstim-SpX25-Chip-14,OS,GSM9013411,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim OS myobudles, microgravity, Day 21 Rep2",OS-NoEstim-SpX25-Chip-14,1
GSE298393:GSM9013412,GSE298393,GSE298393|OS,skeletal muscle,human muscle chip,human,actual_flight,1,,OS-NoEstim-SpX25-Chip-15,OS,GSM9013412,,source_annotated_FPKM,not_in_supplied_catalog,,"No E-stim OS myobudles, microgravity, Day 21 Rep3",OS-NoEstim-SpX25-Chip-15,1
