id,biological_id,sample,study,group,condition,label,route,donor,source,original_index,catalog,head,score,positive,interpretation
GSE234465:GSM7469201|original,GSE234465:GSM7469201,GSM7469201,GSE234465,OS,flight,1,original,OS,prior_audited_flight_inputs,10,unseen,probe_original,-15.629091154558068,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469202|original,GSE234465:GSM7469202,GSM7469202,GSE234465,OS,flight,1,original,OS,prior_audited_flight_inputs,11,unseen,probe_original,-16.28974461491623,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013395|original,GSE298393:GSM9013395,GSM9013395,GSE298393,YA,control,0,original,YA,prior_audited_flight_inputs,12,absent,probe_original,-8.852607413896408,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013396|original,GSE298393:GSM9013396,GSM9013396,GSE298393,YA,control,0,original,YA,prior_audited_flight_inputs,13,absent,probe_original,-5.87489641379932,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013397|original,GSE298393:GSM9013397,GSM9013397,GSE298393,YA,control,0,original,YA,prior_audited_flight_inputs,14,absent,probe_original,-7.713140880191418,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013398|original,GSE298393:GSM9013398,GSM9013398,GSE298393,OS,control,0,original,OS,prior_audited_flight_inputs,15,absent,probe_original,-8.78783442985548,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013399|original,GSE298393:GSM9013399,GSM9013399,GSE298393,OS,control,0,original,OS,prior_audited_flight_inputs,16,absent,probe_original,-8.12079991034011,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013400|original,GSE298393:GSM9013400,GSM9013400,GSE298393,OS,control,0,original,OS,prior_audited_flight_inputs,17,absent,probe_original,-8.136631381488769,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013404|original,GSE298393:GSM9013404,GSM9013404,GSE298393,YA,flight,1,original,YA,prior_audited_flight_inputs,18,absent,probe_original,-11.530860099818483,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013405|original,GSE298393:GSM9013405,GSM9013405,GSE298393,YA,flight,1,original,YA,prior_audited_flight_inputs,19,absent,probe_original,-10.790625627598843,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013406|original,GSE298393:GSM9013406,GSM9013406,GSE298393,YA,flight,1,original,YA,prior_audited_flight_inputs,20,absent,probe_original,-10.965482426651874,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013410|original,GSE298393:GSM9013410,GSM9013410,GSE298393,OS,flight,1,original,OS,prior_audited_flight_inputs,21,absent,probe_original,-11.218035814492282,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013411|original,GSE298393:GSM9013411,GSM9013411,GSE298393,OS,flight,1,original,OS,prior_audited_flight_inputs,22,absent,probe_original,-11.181400008570336,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013412|original,GSE298393:GSM9013412,GSM9013412,GSE298393,OS,flight,1,original,OS,prior_audited_flight_inputs,23,absent,probe_original,-12.807232087942793,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469191|harmonized,GSE234465:GSM7469191,GSM7469191,GSE234465,YA,control,0,harmonized,YA,prior_audited_flight_inputs,0,unseen,probe_original,-14.638966474886388,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469192|harmonized,GSE234465:GSM7469192,GSM7469192,GSE234465,YA,control,0,harmonized,YA,prior_audited_flight_inputs,1,unseen,probe_original,-13.360151062393811,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469193|harmonized,GSE234465:GSM7469193,GSM7469193,GSE234465,YA,control,0,harmonized,YA,prior_audited_flight_inputs,2,unseen,probe_original,-13.611335750227795,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469194|harmonized,GSE234465:GSM7469194,GSM7469194,GSE234465,OS,control,0,harmonized,OS,prior_audited_flight_inputs,3,unseen,probe_original,-13.764649163882382,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469195|harmonized,GSE234465:GSM7469195,GSM7469195,GSE234465,OS,control,0,harmonized,OS,prior_audited_flight_inputs,4,unseen,probe_original,-14.018894883488997,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469196|harmonized,GSE234465:GSM7469196,GSM7469196,GSE234465,OS,control,0,harmonized,OS,prior_audited_flight_inputs,5,unseen,probe_original,-12.209447143680563,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
