gene_symbol,exon_length
1700011C11Rik,1226
1700011D18Rik,277
1700011L03Rik,1492
1700011L22Rik,964
1700012A03Rik,918
1700012B07Rik,2114
1700012B09Rik,688
1700012C08Rik,363
1700012C14Rik,2091
1700012D16Rik,1090
1700012E03Rik,1928
1700012H19Rik,750
1700012I11Rik,3703
1700012J15Rik,3074
1700012J22Rik,830
1700012M20Rik,2246
1700012O15Rik,692
1700013A02Rik,645
1700013D24Rik,564
1700013G24Rik,1048
1700013H16Rik,1224
1700013M08Rik,2478
1700013N06Rik,1953
1700014B07Rik,818
1700014F14Rik,1306
1700014L14Rik,1934
1700015C15Rik,1255
1700015C17Rik,1310
1700015H07Rik,570
1700015I17Rik,2099
1700015O11Rik,680
1700016A09Rik,835
1700016B01Rik,1070
1700016B15Rik,733
1700016C19Rik,1818
1700016C23Rik,694
1700016D08Rik,368
1700016F12Rik,726
1700016G22Rik,2154
1700016H03Rik,1294
1700016H13Rik,1751
1700016J18Rik,4378
1700016K05Rik,1447
1700016L21Rik,9893
1700016P03Rik,2105
1700016P04Rik,1415
1700017B05Rik,4946
1700017G19Rik,5610
1700017I07Rik,1418
1700017J07Rik,1930
1700017L05Rik,3761
1700017M07Rik,5173
1700017N19Rik,2202
1700018A04Rik,9925
1700018A14Rik,711
1700018A23Rik,1707
1700018B08Rik,1084
1700018B24Rik,832
1700018F24Rik,1122
1700018L02Rik,2486
1700018M17Rik,1903
1700018P08Rik,1902
1700018P22Rik,2836
1700019A02Rik,777
1700019A23Rik,196
1700019C18Rik,7728
1700019D03Rik,4330
1700019F05Rik,786
1700019G24Rik,1077
1700019J19Rik,4954
1700019L13Rik,4287
1700019P21Rik,1580
1700020A23Rik,739
1700020B03Rik,579
1700020D12Rik,2259
1700020D14Rik,2225
1700020G03Rik,889
1700020G17Rik,3201
1700020K04Rik,504
1700020L13Rik,2067
1700020L24Rik,949
1700020M21Rik,644
1700020N01Rik,1124
1700020N15Rik,525
1700020N18Rik,2407
1700021A07Rik,1566
1700021F02Rik,422
1700021G15Rik,739
1700021J08Rik,1037
1700021L22Rik,1214
1700021N21Rik,2111
1700021P04Rik,679
1700022A21Rik,1582
1700022A22Rik,1458
1700022E09Rik,740
1700022H01Rik,1871
1700022H16Rik,486
1700022N22Rik,3344
1700023A20Rik,996
1700023C21Rik,1196
1700023F02Rik,5417
1700023G09Rik,3247
1700023H06Rik,1112
1700024B05Rik,1576
1700024B18Rik,554
1700024G13Rik,850
1700024I08Rik,1374
1700024J04Rik,2747
1700024K11Rik,622
1700024N05Rik,868
1700024P12Rik,1326
1700025A08Rik,609
1700025B11Rik,553
1700025C18Rik,702
1700025D23Rik,1314
1700025F24Rik,4696
1700025G04Rik,9559
1700025H01Rik,2480
1700025J12Rik,1561
1700025K04Rik,1475
1700025K24Rik,2063
1700025L06Rik,2237
1700025M24Rik,3335
1700025N21Rik,1024
1700025N23Rik,1750
1700025O08Rik,751
1700026D11Rik,4293
1700026F02Rik,3610
1700026J12Rik,1399
1700026J14Rik,988
1700026N04Rik,1765
1700027A07Rik,870
1700027F06Rik,2458
1700027F09Rik,2810
1700027H10Rik,946
1700027I24Rik,702
1700027J07Rik,6075
1700028B04Rik,555
1700028D13Rik,870
1700028E10Rik,7365
1700028E11Rik,4558
1700028I16Rik,1272
1700028J19Rik,1542
1700028K03Rik,3255
1700028M03Rik,1716
1700028N14Rik,752
1700028P15Rik,5322
1700029B22Rik,740
1700029B24Rik,497
1700029E06Rik,827
1700029F12Rik,1128
1700029H14Rik,1421
1700029J03Rik,6310
1700029K24Rik,1157
1700029M03Rik,2191
1700029M20Rik,3015
1700029N11Rik,2686
1700030A11Rik,927
1700030C10Rik,4026
1700030C12Rik,1362
1700030C14Rik,1197
1700030E10Rik,2605
1700030F04Rik,9333
1700030I03Rik,942
1700030J22Rik,2996
1700030K09Rik,2887
1700030L20Rik,2895
1700030L22Rik,885
1700030M09Rik,722
1700030N03Rik,4781
1700030N18Rik,966
1700030O20Rik,696
1700031A10Rik,2573
1700031C06Rik,900
1700031F05Rik,1361
1700031F10Rik,786
1700031L13Rik,960
1700031M16Rik,343
1700031P21Rik,1917
1700034B16Rik,765
1700034E13Rik,490
1700034G24Rik,1724
1700034H15Rik,6065
1700034J04Rik,750
1700034J05Rik,3007
1700034K08Rik,830
1700034P13Rik,4688
1700036A12Rik,3020
1700036G14Rik,914
1700036O09Rik,384
1700037C18Rik,2650
1700037F03Rik,1697
1700037J18Rik,365
1700037N05Rik,1145
1700039E22Rik,770
1700039I01Rik,479
1700039M10Rik,1383
1700039M15Rik,1782
1700039O17Rik,1791
1700040B14Rik,623
1700040D17Rik,2726
1700040F17Rik,822
1700040K01Rik,952
1700040L08Rik,541
1700040P09Rik,3031
1700041A01Rik,894
1700041B01Rik,997
1700041C23Rik,1016
1700041G16Rik,2401
1700041I07Rik,2614
1700041M05Rik,772
1700041M19Rik,4366
1700042D02Rik,2289
1700042D18Rik,1152
1700042G15Rik,1803
1700042O05Rik,609
1700042O10Rik,1838
1700043A12Rik,1501
1700044K03Rik,575
1700044K19Rik,1199
1700045H11Rik,1544
1700045I11Rik,493
1700046C09Rik,1644
1700047A11Rik,1338
1700047E10Rik,568
1700047F07Rik,709
1700047G03Rik,1242
1700047G07Rik,1269
1700047K16Rik,962
1700047L14Rik,596
1700047M11Rik,2957
1700047N06Rik,920
1700047O18Rik,743
1700048C15Rik,443
1700048F04Rik,2000
1700048J15Rik,978
1700048M11Rik,921
1700048O14Rik,1746
1700048O20Rik,3881
1700048P04Rik,1525
1700049E15Rik,948
1700049E17Rik1,1761
1700049E17Rik2,1757
1700049E22Rik,1061
1700049L16Rik,813
1700051A21Rik,3092
1700051K13Rik,696
1700051O22Rik,638
1700052H01Rik,3314
1700052I22Rik,1094
1700052K11Rik,3708
1700054A03Rik,4328
1700054K02Rik,376
1700054K19Rik,2580
1700054M17Rik,670
1700054O05Rik,628
1700054O19Rik,868
1700055C04Rik,1135
1700055D18Rik,4001
1700056E22Rik,967
1700056I18Rik,682
1700056N10Rik,1082
1700057D03Rik,3064
1700057H15Rik,2652
1700057H21Rik,4051
1700058P15Rik,540
1700060C16Rik,909
1700060C20Rik,605
1700060J05Rik,2136
1700060O08Rik,2348
1700061A03Rik,455
1700061D14Rik,1084
1700061E17Rik,4826
1700061E18Rik,2305
1700061F12Rik,1550
1700061H18Rik,1724
1700061I17Rik,2586
1700061J23Rik,1731
1700061N14Rik,2210
1700062C10Rik,1762
1700063A18Rik,541
1700063D05Rik,2320
1700063H04Rik,2029
1700063H06Rik,728
1700063I16Rik,611
1700063J08Rik,554
1700063K16Rik,369
1700064F23Rik,1011
1700064H15Rik,1892
1700064J06Rik,386
1700064M15Rik,1480
1700064N11Rik,1713
1700065D16Rik,2910
1700065I16Rik,2093
1700065J11Rik,998
1700065J18Rik,2764
1700065L07Rik,1770
1700065O20Rik,1249
1700066B17Rik,5057
1700066C05Rik,407
1700066D14Rik,1034
1700066J03Rik,1163
1700066M21Rik,3008
1700066N21Rik,1518
1700067G17Rik,989
1700067K01Rik,1291
1700067P10Rik,1437
1700069B07Rik,939
1700069L16Rik,2030
1700069P05Rik,786
1700071G01Rik,386
1700071K01Rik,819
1700071M16Rik,2913
1700072B07Rik,3937
1700072F12Rik,933
1700072G22Rik,931
1700072I22Rik,2197
1700072O05Rik,2900
1700073E17Rik,741
1700074A21Rik,346
1700074H08Rik,1966
1700080C20Rik,246
1700080F18Rik,968
1700080G18Rik,587
1700080N15Rik,1749
1700081B01Rik,4781
1700081H04Rik,1769
1700081N11Rik,1636
1700082C02Rik,562
1700082M22Rik,4230
1700082O11Rik,1098
1700083H02Rik,917
1700084C06Rik,2242
1700084D21Rik,736
1700084E18Rik,2702
1700084F23Rik,3355
1700084J12Rik,734
1700084M14Rik,559
1700084M22Rik,1596
1700085B13Rik,636
1700085C21Rik,1082
1700085D07Rik,318
1700085D22Rik,3624
1700085G17Rik,1336
1700086D15Rik,1360
1700086O06Rik,2067
1700086P04Rik,1758
1700087I21Rik,8501
1700087M22Rik,2062
1700088E04Rik,1678
1700091H14Rik,1391
1700092C10Rik,2943
1700092C17Rik,1748
1700092E16Rik,753
1700092E19Rik,2072
1700092K14Rik,872
1700093J21Rik,1105
1700093K21Rik,1475
1700093P08Rik,152
1700094I16Rik,382
1700094J05Rik,2084
1700094M23Rik,2310
1700094M24Rik,1931
1700095A13Rik,4317
1700095A21Rik,5926
1700095B10Rik,1861
1700095J03Rik,1817
1700095J07Rik,2203
1700095J12Rik,701
1700095K22Rik,1300
1700096J18Rik,1017
1700096K18Rik,1576
1700096P03Rik,1181
1700097M23Rik,1522
1700097N02Rik,1175
1700099I09Rik,3756
1700100I10Rik,1131
1700100L14Rik,1079
1700100M05Rik,958
1700101I11Rik,2380
1700101I19Rik,512
1700101O22Rik,2297
1700102F20Rik,670
1700102H20Rik,2591
1700102J08Rik,1643
1700102P08Rik,1236
1700104B16Rik,1536
1700104L18Rik,684
1700105F02Rik,4725
1700105G05Rik,844
1700105P06Rik,2452
1700106J12Rik,982
1700106O07Rik,493
1700108F19Rik,4859
1700108I11Rik,1418
1700108J01Rik,1220
1700108N06Rik,2151
1700108N11Rik,1230
1700109G14Rik,2784
1700109G15Rik,1836
1700109H08Rik,773
1700109I08Rik,1149
1700109K24Rik,1126
1700110C19Rik,3115
1700110I01Rik,4236
1700110I07Rik,7264
1700110K17Rik,1367
1700111E14Rik,1545
1700111N16Rik,1714
1700112D23Rik,3318
1700112H04Rik,402
1700112H15Rik,1223
1700112J05Rik,1843
1700112J16Rik,2028
1700112K13Rik,717
1700112L15Rik,510
1700112M02Rik,1369
1700112N08Rik,1278
1700113A16Rik,1430
1700113B09Rik,3124
1700113B19Rik,420
1700113H08Rik,1550
1700116B05Rik,630
1700119H24Rik,1043
1700119I11Rik,416
1700120B22Rik,1753
1700120C14Rik,2955
1700120C18Rik,1012
1700120E14Rik,1885
1700120G07Rik,2476
1700120G11Rik,2395
1700120K04Rik,761
1700121C08Rik,2160
1700121C10Rik,1165
1700121L03Rik,751
1700121L16Rik,879
1700121N20Rik,2236
1700122C19Rik,4090
1700122E12Rik,1293
1700122H20Rik,991
1700122O11Rik,771
1700123E06Rik,713
1700123J17Rik,2016
1700123K08Rik,1047
1700123M08Rik,5139
1700123O12Rik,2040
1700123O20Rik,1935
1700123O21Rik,2122
1700124L16Rik,1432
1700124M09Rik,4415
1700125G02Rik,573
1700125G22Rik,1616
1700125H03Rik,1578
1700126A01Rik,3271
1700126G02Rik,1142
1700126H18Rik,405
1700127F24Rik,3102
1700127G19Rik,653
1700128A07Rik,2271
1700128E19Rik,2469
1700128F08Rik,3371
1700128I11Rik,1469
1700129C05Rik,1177
1700129L04Rik,3792
1810006J02Rik,3545
1810007C17Rik,710
1810007D17Rik,749
1810008B01Rik,829
1810008I18Rik,3670
1810009A15Rik,806
1810009J06Rik,882
1810010H24Rik,1685
1810010K12Rik,3085
1810012K08Rik,617
1810012K16Rik,601
1810013D15Rik,2115
1810014B01Rik,204
1810014P07Rik,2082
1810017P11Rik,558
1810018F18Rik,2919
1810019D21Rik,2861
1810019N24Rik,2630
1810021B22Rik,1644
1810021M19Rik,304
1810024B03Rik,1266
1810028F09Rik,1248
1810030O07Rik,2699
1810034E14Rik,2763
1810035K13Rik,354
1810041H14Rik,2092
1810044D09Rik,1078
1810044K17Rik,2974
1810049I09Rik,1515
1810049J17Rik,462
1810053B23Rik,5613
1810055G02Rik,2311
1810058N15Rik,1380
1810059C17Rik,2197
1810059H22Rik,4653
1810062G17Rik,911
1810062O18Rik,1727
1810063I02Rik,921
1810064F22Rik,3002
1810065E05Rik,926
1810073J14Rik,374
1810073O08Rik,2208
2010001A14Rik,1394
2010001K21Rik,3948
2010001M07Rik,418
2010002M09Rik,1487
2010003K11Rik,1167
2010004M13Rik,764
2010007H06Rik,6402
2010008C14Rik,593
2010009K17Rik,579
2010010A06Rik,1223
2010013B24Rik,1897
2010016I18Rik,2094
2010103J01Rik,393
2010106C02Rik,660
2010106E10Rik,1287
2010106G04Rik,311
2010109A12Rik,549
2010109P13Rik,392
2010110E17Rik,879
2010110G14Rik,527
2010110K18Rik,2659
2010203P06Rik,2007
2010204K13Rik,3330
2010308F09Rik,2319
2010309G21Rik,1376
2010310C07Rik,2398
2010315B03Rik,2623
2010320M18Rik,1180
2010320O07Rik,1140
2200002A13Rik,709
2200002D01Rik,1466
2200002J24Rik,616
2200007N16Rik,238
2210008F06Rik,1063
2210009P08Rik,465
2210011K15Rik,2094
2210016L21Rik,2607
2210017I01Rik,822
2210020O09Rik,518
2210022D18Rik,1826
2210039B01Rik,1044
2210402C17Rik,300
2210404E10Rik,711
2210406H18Rik,1108
2210406O10Rik,2712
2210408F21Rik,10199
2210408I21Rik,5542
2210409D07Rik,479
2210409E12Rik,346
2210411M09Rik,643
2210412B16Rik,498
2210414B05Rik,865
2210414F02Rik,537
2210417A02Rik,1556
2210418O10Rik,3936
2210420H20Rik,629
2300002M23Rik,1290
2300009A05Rik,595
2310001H17Rik,8609
2310001K20Rik,951
2310001K24Rik,821
2310002D06Rik,689
2310002F09Rik,6813
2310002L09Rik,2158
2310003L06Rik,1603
2310003N18Rik,2115
2310005A03Rik,1398
2310005E17Rik,1956
2310008N11Rik,2664
2310009B15Rik,565
2310010J17Rik,1661
2310011J03Rik,1649
2310014F06Rik,3958
2310015A10Rik,3883
2310015A16Rik,1342
2310015D24Rik,4210
2310016D03Rik,2431
2310016D23Rik,1428
2310016G11Rik,2158
2310020H05Rik,3160
2310022A10Rik,2777
2310022B05Rik,3307
2310026I22Rik,3535
2310026L22Rik,638
2310030A07Rik,610
2310030G06Rik,1257
2310033P09Rik,1285
2310034G01Rik,1373
2310034O05Rik,4932
2310039L15Rik,5066
2310040G07Rik,549
2310040G24Rik,2017
2310043L19Rik,1810
2310043M15Rik,2708
2310043O21Rik,2659
2310043P16Rik,3881
2310044K18Rik,668
2310047D07Rik,1541
2310047K21Rik,2510
2310057B04Rik,735
2310057J18Rik,1757
2310057M21Rik,6773
2310058D17Rik,4395
2310061D13Rik,382
2310061I04Rik,2341
2310065F04Rik,3688
2310067P03Rik,1032
2310068J16Rik,1404
2310069B03Rik,1833
2310069G16Rik,4668
2310074N15Rik,582
2310075C17Rik,881
2310075K07Rik,2774
2310079G19Rik,881
2310081O03Rik,2211
2410002F23Rik,5233
2410003I16Rik,3467
2410003L11Rik,3361
2410004B18Rik,1547
2410004I01Rik,1123
2410006H16Rik,1979
2410012E07Rik,1357
2410017I17Rik,2518
2410018L13Rik,3986
2410021H03Rik,1253
2410022M11Rik,1988
2410039M03Rik,928
2410080I02Rik,4925
2410087M07Rik,2335
2410124H12Rik,1640
2410137M14Rik,881
2410152P15Rik,871
2410164B09Rik,681
2500002B13Rik,3526
2500004C02Rik,2363
2510002D24Rik,1435
2510009E07Rik,5885
2510016D11Rik,985
2510017J16Rik,1263
2510039O18Rik,2731
2510046G10Rik,1061
2600002D14Rik,292
2600006K01Rik,1797
2600014E21Rik,7967
2610001A08Rik,867
2610005L07Rik,15322
2610008E11Rik,4552
2610011E03Rik,2235
2610012C04Rik,1023
2610016A17Rik,1164
2610017A05Rik,1696
2610020C07Rik,5120
2610020F03Rik,686
2610021A01Rik,4004
2610024D14Rik,294
2610027F03Rik,2220
2610027K06Rik,2880
2610028D06Rik,1713
2610028E06Rik,8602
2610028H24Rik,1705
2610029K11Rik,1967
2610034O05Rik,855
2610035D17Rik,6770
2610035F20Rik,2959
2610037D02Rik,12921
2610042L04Rik,1886
2610105M22Rik,1153
2610203C22Rik,8935
2610204G07Rik,1880
2610206C17Rik,1958
2610300A13Rik,503
2610300M13Rik,1546
2610303G11Rik,545
2610306M01Rik,1448
2610306O10Rik,612
2610307P16Rik,14158
2610316D01Rik,7495
2610318M16Rik,1630
2610318N02Rik,1300
2610507I01Rik,3849
2610528J11Rik,1202
2700012I20Rik,976
2700016F22Rik,750
2700029L08Rik,1465
2700033N17Rik,1421
2700038G22Rik,5204
2700046A07Rik,2143
2700049A03Rik,5763
2700052C19Rik,335
2700054A10Rik,6113
2700062C07Rik,1065
2700068H02Rik,1872
2700069I18Rik,3157
2700078F05Rik,3244
2700079J08Rik,1588
2700080J24Rik,1662
2700089I24Rik,1827
2700097O09Rik,1105
2700099C18Rik,5940
2810001A02Rik,1224
2810001G20Rik,1573
2810002D19Rik,4760
2810013P06Rik,2229
2810021J22Rik,3866
2810025M15Rik,251
2810029C07Rik,2531
2810030D12Rik,2798
2810032G03Rik,3632
2810036E18Rik,1470
2810039B14Rik,1113
2810047C21Rik1,915
2810048H02Rik,1730
2810402E24Rik,3172
2810403D21Rik,10483
2810403G07Rik,1622
2810404F17Rik,1704
2810404M03Rik,1785
2810405F15Rik,932
2810405F17Rik,1470
2810407A14Rik,4168
2810408A11Rik,1714
2810408I11Rik,2082
2810414N06Rik,2203
2810428J06Rik,2696
2810429I04Rik,11210
2810430I11Rik,3416
2810432F15Rik,657
2810433D01Rik,1394
2810442N19Rik,919
2810449D17Rik,2777
2810454H06Rik,3148
2810455O05Rik,1691
2810457G06Rik,1367
2810459M11Rik,3331
2810461L16Rik,2359
2810468A05Rik,472
2810471M01Rik,3008
2900002M20Rik,330
2900005J15Rik,3105
2900009J06Rik,3674
2900018N21Rik,1580
2900022M07Rik,1017
2900024D18Rik,569
2900024J01Rik,1724
2900026A02Rik,10814
2900027M19Rik,4448
2900035J10Rik,532
2900037B21Rik,337
2900040C04Rik,1623
2900041M22Rik,1959
2900042G08Rik,650
2900042K21Rik,653
2900045O20Rik,1306
2900052L18Rik,3136
2900052N01Rik,3628
2900057B20Rik,1016
2900060B14Rik,771
2900060L22Rik,1812
2900060N12Rik,6360
2900064F13Rik,1008
2900064K03Rik,3113
2900069G24Rik,1311
2900072N19Rik,2586
2900076A07Rik,4892
2900076G11Rik,631
2900079G21Rik,8192
2900080M03Rik,1005
2900089D17Rik,2541
2900092C05Rik,887
2900092N22Rik,1409
2900092O11Rik,755
2900093K20Rik,750
3000002C10Rik,1008
3010001F23Rik,6528
3010003L21Rik,2509
3100003L05Rik,3307
3110004A20Rik,2621
3110006O06Rik,4656
3110009E18Rik,1089
3110009F21Rik,1625
3110009M11Rik,892
3110015C05Rik,2676
3110018I06Rik,1005
3110031N09Rik,326
3110039M20Rik,1829
3110040M04Rik,1674
3110040N11Rik,887
3110043J17Rik,760
3110045C21Rik,2968
3110053B16Rik,3636
3110056K07Rik,5298
3110062G12Rik,1419
3110067C02Rik,2117
3110070M22Rik,1167
3110080E11Rik,3477
3110080O07Rik,1021
3110082J24Rik,1375
3110083C13Rik,2416
3110099E03Rik,6096
3200001D21Rik,2283
3222401L13Rik,7103
3300002A11Rik,1855
3300002I08Rik,650
3300002P09Rik,1849
3300002P13Rik,1734
3300005D01Rik,1628
3425401B19Rik,5547
3632454L22Rik,3546
3732407C23Rik,3540
3830403N18Rik,1022
3830408C21Rik,9913
3830422I06Rik,1181
3830432H09Rik,2414
4122401K19Rik,2420
4631405J19Rik,3551
4631422I05Rik,1763
4632404H12Rik,5883
4632404M16Rik,2882
4632411P08Rik,3237
4632415L05Rik,1028
4632418H02Rik,2721
4632427E13Rik,7748
4632428C04Rik,4464
4632432E15Rik,2439
4633401B06Rik,1073
4731419I09Rik,2820
4732414G09Rik,2507
4732416N19Rik,3565
4732419C18Rik,5201
4732440D04Rik,6585
4732463B04Rik,5032
4732465J04Rik,9188
4732471J01Rik,7216
4732487G21Rik,2664
4732490B19Rik,2800
4732491K20Rik,4599
4732496C06Rik,2500
4733401D01Rik,1359
4831407H17Rik,997
4831440D22Rik,3557
4833403J16Rik,1031
4833404L02Rik,908
4833405L11Rik,2145
4833407H14Rik,2725
4833411C07Rik,4527
4833412C05Rik,1470
4833412C15Rik,2071
4833412K13Rik,1479
4833413E03Rik,1092
4833413G10Rik,1946
4833415N18Rik,1183
4833417C18Rik,1520
4833418N02Rik,3266
4833419F23Rik,2497
4833419O12Rik,1064
4833420G17Rik,3425
4833421G17Rik,844
4833421K07Rik,1391
4833422C13Rik,4652
4833427F10Rik,1641
4833428L15Rik,1812
4833438C02Rik,1804
4833439F03Rik,2564
4833439L19Rik,2727
4833445I07Rik,1915
4921501I09Rik,481
4921501M06Rik,967
4921504A21Rik,3401
4921504E06Rik,2008
4921504P13Rik,1047
4921507G05Rik,2286
4921508D12Rik,1346
4921508M14Rik,1099
4921509A06Rik,1067
4921509C19Rik,2684
4921509O07Rik,2567
4921509O09Rik,1649
4921511C10Rik,1463
4921511C20Rik,2031
4921511E07Rik,827
4921511I17Rik,1341
4921513H07Rik,2238
4921513I03Rik,2868
4921513I08Rik,1137
4921514A10Rik,2116
4921515E04Rik,2341
4921515G04Rik,2180
4921515L22Rik,1537
4921516A02Rik,4560
4921517D16Rik,3291
4921517D22Rik,3149
4921517O11Rik,1897
4921518B13Rik,1376
4921518K17Rik,4485
4921520J07Rik,2163
4921520N01Rik,3335
4921521D15Rik,1945
4921522A10Rik,744
4921522P10Rik,2163
4921524J17Rik,1587
4921524L21Rik,1488
4921525D07Rik,627
4921525O09Rik,4248
4921527H02Rik,1673
4921528I07Rik,4378
4921529L05Rik,3128
4921531C22Rik,2975
4921531P14Rik,3209
4921533I20Rik,2893
4921534A09Rik,2495
4921534H16Rik,3313
4921536K21Rik,2590
4921539E11Rik,2754
4921539H07Rik,5392
4922502H24Rik,3102
4922502N22Rik,1532
4930401A07Rik,2478
4930401B11Rik,1859
4930401C12Rik,852
4930401C15Rik,1846
4930401G09Rik,1001
4930401O10Rik,3472
4930401O12Rik,1071
4930402D18Rik,1549
4930402F06Rik,1372
4930402F11Rik,4347
4930402H05Rik,2829
4930402K13Rik,1781
4930403D09Rik,1240
4930403O15Rik,1690
4930403O18Rik,1252
4930403P22Rik,784
4930404A05Rik,1454
4930404A12Rik,1099
4930404H24Rik,1523
4930404I05Rik,4434
4930404I20Rik,977
4930404K06Rik,2432
4930404K13Rik,1397
4930404O17Rik,857
4930405A10Rik,1525
4930405A21Rik,2349
4930405D01Rik,2235
4930405D11Rik,956
4930405E02Rik,993
4930405G09Rik,1060
4930405H06Rik,1442
4930405J17Rik,980
4930405L22Rik,836
4930405N21Rik,3007
4930405O22Rik,991
4930406D18Rik,2368
4930407G08Rik,2082
4930407I02Rik,3573
4930407I10Rik,4675
4930407I19Rik,1654
4930408K08Rik,1436
4930408O17Rik,3988
4930412B13Rik,1276
4930412C18Rik,7806
4930412E21Rik,1677
4930412F09Rik,1226
4930412F12Rik,1471
4930412M03Rik,1277
4930413E15Rik,2090
4930413E20Rik,1373
4930413F20Rik,1653
4930413G21Rik,993
4930414F18Rik,4196
4930414N06Rik,1740
4930415C11Rik,537
4930415H17Rik,123
4930415O11Rik,1434
4930415P13Rik,534
4930417H01Rik,4201
4930417O13Rik,7118
4930417O22Rik,3389
4930419G24Rik,1346
4930420G21Rik,4059
4930420N18Rik,676
4930421C12Rik,1574
4930421P05Rik,1063
4930421P07Rik,399
4930422C21Rik,2366
4930422I22Rik,1844
4930422M22Rik,2751
4930423B08Rik,1860
4930423C22Rik,1311
4930423D22Rik,1674
4930423D24Rik,676
4930423K06Rik,2156
4930423M02Rik,2238
4930425K10Rik,975
4930425K24Rik,2143
4930425L21Rik,6064
4930425O10Rik,2484
4930425P05Rik,967
4930426D05Rik,2413
4930426I24Rik,3288
4930426L09Rik,2419
4930428D20Rik,878
4930428E07Rik,4598
4930428G15Rik,1641
4930428N03Rik,9303
4930428O21Rik,1740
4930429C20Rik,806
4930429D17Rik,3807
4930429F11Rik,1675
4930429F24Rik,3558
4930429H19Rik,2645
4930429P21Rik,2857
4930430E12Rik,2191
4930430F21Rik,817
4930430J02Rik,714
4930430O22Rik,579
4930431C11Rik,1324
4930431F10Rik,1242
4930431F12Rik,2476
4930431L21Rik,656
4930431P03Rik,4239
4930431P19Rik,3043
4930431P22Rik,3485
4930432B10Rik,4727
4930432E11Rik,11030
4930432H08Rik,3334
4930432J01Rik,2355
4930432J09Rik,3167
4930432L08Rik,1608
4930432M17Rik,1128
4930432O09Rik,3967
4930433B08Rik,1913
4930433E05Rik,754
4930433I11Rik,2963
4930433J02Rik,3143
4930433N12Rik,2233
4930434B07Rik,1617
4930434F21Rik,1676
4930434J06Rik,2866
4930434J08Rik,2118
4930434O05Rik,975
